主订单编号,支付单号,标题,购买数量,商品属性,订单状态,买家实际支付金额,订单创建时间,订单付款时间
"=""3113705594992221713""","=""2022122422001168621412314475""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-24 08:16:43,2022-12-24 08:16:52
"=""3113705594992221713""","=""2022122422001168621412314475""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-24 08:16:43,2022-12-24 08:16:52
"=""3112767434221922320""","=""2022122322001139361434167582""",【礼遇价】SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml,1,,交易关闭,171.24,2022-12-23 16:00:10,2022-12-23 16:00:18
"=""3112767434221922320""","=""2022122322001139361434167582""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,2,,交易关闭,0.0,2022-12-23 16:00:10,2022-12-23 16:00:18
"=""3112767434221922320""","=""2022122322001139361434167582""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易关闭,0.0,2022-12-23 16:00:10,2022-12-23 16:00:18
"=""3112767434221922320""","=""2022122322001139361434167582""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-23 16:00:10,2022-12-23 16:00:18
"=""3112767434221922320""","=""2022122322001139361434167582""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,2,,交易关闭,0.0,2022-12-23 16:00:10,2022-12-23 16:00:18
"=""3111700716334028610""","=""2022122322001159851408124783""",【礼遇价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,79.81,2022-12-23 15:56:37,2022-12-23 15:56:42
"=""3111700716334028610""","=""2022122322001159851408124783""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,1,,交易成功,0.0,2022-12-23 15:56:37,2022-12-23 15:56:42
"=""3111700716334028610""","=""2022122322001159851408124783""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-23 15:56:37,2022-12-23 15:56:42
"=""3111700716334028610""","=""2022122322001159851408124783""",【赠品专用】SERUMKIND精华液小样1ml*3,1,,交易成功,0.0,2022-12-23 15:56:37,2022-12-23 15:56:42
"=""3111700716334028610""","=""2022122322001159851408124783""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,1,,交易成功,0.0,2022-12-23 15:56:37,2022-12-23 15:56:42
"=""3112962735622558519""","=""2022122322001193691436281940""",【礼遇价】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,132.8,2022-12-23 15:09:58,2022-12-23 15:10:17
"=""3112962735622558519""","=""2022122322001193691436281940""",【礼遇价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,76.07,2022-12-23 15:09:58,2022-12-23 15:10:17
"=""3112962735622558519""","=""2022122322001193691436281940""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易成功,0.0,2022-12-23 15:09:58,2022-12-23 15:10:17
"=""3112962735622558519""","=""2022122322001193691436281940""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易成功,0.0,2022-12-23 15:09:58,2022-12-23 15:10:17
"=""3112962735622558519""","=""2022122322001193691436281940""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-23 15:09:58,2022-12-23 15:10:17
"=""3112147947658309164""","=""2022122322001104241413981948""",【礼遇价】SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml,1,,交易成功,185.0,2022-12-23 05:54:08,2022-12-23 05:54:22
"=""3112147947658309164""","=""2022122322001104241413981948""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,2,,交易成功,0.0,2022-12-23 05:54:08,2022-12-23 05:54:22
"=""3112147947658309164""","=""2022122322001104241413981948""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易成功,0.0,2022-12-23 05:54:08,2022-12-23 05:54:22
"=""3112147947658309164""","=""2022122322001104241413981948""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-23 05:54:08,2022-12-23 05:54:22
"=""3112147947658309164""","=""2022122322001104241413981948""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,2,,交易成功,0.0,2022-12-23 05:54:08,2022-12-23 05:54:22
"=""1777519957339351493""","=""2022122222001110251446484616""",SUREBASE烁贝思韩国水光水润妆感焕彩保湿粉底液N0色号 30ml,1,颜色分类：白色;净含量：30ml,交易关闭,71.9,2022-12-22 22:18:34,2022-12-22 22:18:39
"=""1777519957339351493""","=""2022122222001110251446484616""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,1,,交易关闭,0.0,2022-12-22 22:18:34,2022-12-22 22:18:39
"=""1777519957339351493""","=""2022122222001110251446484616""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,1,,交易关闭,0.0,2022-12-22 22:18:34,2022-12-22 22:18:39
"=""1777519957339351493""","=""2022122222001110251446484616""",【赠品专用】SERUMKIND精华液小样1ml*3,1,,交易关闭,0.0,2022-12-22 22:18:34,2022-12-22 22:18:39
"=""1777519957339351493""","=""2022122222001110251446484616""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,1,,交易关闭,0.0,2022-12-22 22:18:34,2022-12-22 22:18:39
"=""3111259971956524025""","=""2022122222001185201434136201""",SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml,1,,交易成功,193.01,2022-12-22 15:56:31,2022-12-22 15:56:38
"=""3111259971956524025""","=""2022122222001185201434136201""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,2,,交易成功,0.0,2022-12-22 15:56:31,2022-12-22 15:56:38
"=""3111259971956524025""","=""2022122222001185201434136201""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易成功,0.0,2022-12-22 15:56:31,2022-12-22 15:56:38
"=""3111259971956524025""","=""2022122222001185201434136201""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-22 15:56:31,2022-12-22 15:56:38
"=""3111259971956524025""","=""2022122222001185201434136201""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,2,,交易成功,0.0,2022-12-22 15:56:31,2022-12-22 15:56:38
"=""3109892256812106559""","=""2022122222001163641459738063""",【礼遇价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易关闭,76.87,2022-12-22 15:32:17,2022-12-22 15:32:21
"=""3109892256812106559""","=""2022122222001163641459738063""",【礼遇价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易关闭,167.3,2022-12-22 15:32:17,2022-12-22 15:32:21
"=""3109892256812106559""","=""2022122222001163641459738063""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,2,,交易关闭,0.0,2022-12-22 15:32:17,2022-12-22 15:32:21
"=""3109892256812106559""","=""2022122222001163641459738063""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易关闭,0.0,2022-12-22 15:32:17,2022-12-22 15:32:21
"=""3109892256812106559""","=""2022122222001163641459738063""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易关闭,0.0,2022-12-22 15:32:17,2022-12-22 15:32:21
"=""3109892256812106559""","=""2022122222001163641459738063""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,2,,交易关闭,0.0,2022-12-22 15:32:17,2022-12-22 15:32:21
"=""3109892256812106559""","=""2022122222001163641459738063""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易关闭,0.0,2022-12-22 15:32:17,2022-12-22 15:32:21
"=""3110532337055923055""","=""2022122222001175551426954568""",【礼遇价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,218.1,2022-12-22 14:24:27,2022-12-22 14:24:30
"=""3110532337055923055""","=""2022122222001175551426954568""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,2,,交易成功,0.0,2022-12-22 14:24:27,2022-12-22 14:24:30
"=""3110532337055923055""","=""2022122222001175551426954568""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易成功,0.0,2022-12-22 14:24:27,2022-12-22 14:24:30
"=""3110532337055923055""","=""2022122222001175551426954568""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-22 14:24:27,2022-12-22 14:24:30
"=""3110532337055923055""","=""2022122222001175551426954568""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,2,,交易成功,0.0,2022-12-22 14:24:27,2022-12-22 14:24:30
"=""3111050847693381251""","=""2022122222001152151444227973""",【礼遇价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,107.07,2022-12-22 13:54:30,2022-12-22 13:54:44
"=""3111050847693381251""","=""2022122222001152151444227973""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,1,,交易成功,0.0,2022-12-22 13:54:30,2022-12-22 13:54:44
"=""3111050847693381251""","=""2022122222001152151444227973""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-22 13:54:30,2022-12-22 13:54:44
"=""3111050847693381251""","=""2022122222001152151444227973""",【赠品专用】SERUMKIND精华液小样1ml*3,1,,交易成功,0.0,2022-12-22 13:54:30,2022-12-22 13:54:44
"=""3111050847693381251""","=""2022122222001152151444227973""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,1,,交易成功,0.0,2022-12-22 13:54:30,2022-12-22 13:54:44
"=""3110475782834400102""","=""2022122222001100261434193467""",【礼遇价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易关闭,107.38,2022-12-22 11:29:52,2022-12-22 11:29:57
"=""3110475782834400102""","=""2022122222001100261434193467""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,1,,交易关闭,0.0,2022-12-22 11:29:52,2022-12-22 11:29:57
"=""3110475782834400102""","=""2022122222001100261434193467""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,1,,交易关闭,0.0,2022-12-22 11:29:52,2022-12-22 11:29:57
"=""3110475782834400102""","=""2022122222001100261434193467""",【赠品专用】SERUMKIND精华液小样1ml*3,1,,交易关闭,0.0,2022-12-22 11:29:52,2022-12-22 11:29:57
"=""3110475782834400102""","=""2022122222001100261434193467""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,1,,交易关闭,0.0,2022-12-22 11:29:52,2022-12-22 11:29:57
"=""1776662941617759972""","=""2022122122001124951453634505""",【礼遇价】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,180.1,2022-12-21 22:08:36,2022-12-21 22:08:46
"=""1776662941617759972""","=""2022122122001124951453634505""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,2,,交易成功,0.0,2022-12-21 22:08:36,2022-12-21 22:08:46
"=""1776662941617759972""","=""2022122122001124951453634505""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易成功,0.0,2022-12-21 22:08:36,2022-12-21 22:08:46
"=""1776662941617759972""","=""2022122122001124951453634505""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-21 22:08:36,2022-12-21 22:08:46
"=""1776662941617759972""","=""2022122122001124951453634505""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,2,,交易成功,0.0,2022-12-21 22:08:36,2022-12-21 22:08:46
"=""3109534057643790538""","=""2022122122001141751435044546""",SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml,1,,交易成功,209.1,2022-12-21 21:59:52,2022-12-21 21:59:57
"=""3109534057643790538""","=""2022122122001141751435044546""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,2,,交易成功,0.0,2022-12-21 21:59:52,2022-12-21 21:59:57
"=""3109534057643790538""","=""2022122122001141751435044546""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,2,,交易成功,0.0,2022-12-21 21:59:52,2022-12-21 21:59:57
"=""3109534057643790538""","=""2022122122001141751435044546""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-21 21:59:52,2022-12-21 21:59:57
"=""3109534057643790538""","=""2022122122001141751435044546""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,2,,交易成功,0.0,2022-12-21 21:59:52,2022-12-21 21:59:57
"=""1775653754603123069""","=""2022122022001158711407952481""",【礼遇价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,159.62,2022-12-20 22:00:12,2022-12-20 22:00:16
"=""1775653754603123069""","=""2022122022001158711407952481""",【礼遇价】SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易成功,171.95,2022-12-20 22:00:12,2022-12-20 22:00:16
"=""1775653754603123069""","=""2022122022001158711407952481""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-20 22:00:12,2022-12-20 22:00:16
"=""1775653754603123069""","=""2022122022001158711407952481""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易成功,0.0,2022-12-20 22:00:12,2022-12-20 22:00:16
"=""1775653754603123069""","=""2022122022001158711407952481""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-20 22:00:12,2022-12-20 22:00:16
"=""1775653754603123069""","=""2022122022001158711407952481""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-20 22:00:12,2022-12-20 22:00:16
"=""1775653754603123069""","=""2022122022001158711407952481""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-20 22:00:12,2022-12-20 22:00:16
"=""3107520110392719744""","=""2022122022001164651430897762""",SUREBASE烁贝思韩国无厚重半哑光妆感轻透丝滑粉底液 N1色号 30ml,1,颜色分类：白色;净含量：30ml,交易成功,65.78,2022-12-20 20:25:55,2022-12-20 20:26:05
"=""3107520110392719744""","=""2022122022001164651430897762""",【赠品专用】surebase烁贝焕彩保湿粉底液正装30ml N4色号,1,,交易成功,0.0,2022-12-20 20:25:55,2022-12-20 20:26:05
"=""3107520110392719744""","=""2022122022001164651430897762""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-20 20:25:55,2022-12-20 20:26:05
"=""3107520110392719744""","=""2022122022001164651430897762""",【赠品专用】SERUMKIND精华液小样1ml*3,1,,交易成功,0.0,2022-12-20 20:25:55,2022-12-20 20:26:05
"=""3107520110392719744""","=""2022122022001164651430897762""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml W3色号,1,,交易成功,0.0,2022-12-20 20:25:55,2022-12-20 20:26:05
"=""3105651818226804160""","=""2022121922001101181408851796""",SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,2,净含量：50ml,交易成功,253.2,2022-12-19 20:12:32,2022-12-19 20:12:40
"=""3105651818226804160""","=""2022121922001101181408851796""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-19 20:12:32,2022-12-19 20:12:40
"=""3103534548592963028""","=""2022121922001145201418493245""",SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易成功,264.0,2022-12-19 12:02:12,2022-12-19 12:02:17
"=""3103534548592963028""","=""2022121922001145201418493245""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-19 12:02:12,2022-12-19 12:02:17
"=""3103957945032773212""","=""2022121922001104741442743371""",SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,134.0,2022-12-19 09:50:30,2022-12-19 09:50:35
"=""3103957945032773212""","=""2022121922001104741442743371""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-19 09:50:30,2022-12-19 09:50:35
"=""3098852427901728716""","=""2022121622001154631404198354""",SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,134.0,2022-12-16 12:38:47,2022-12-16 12:38:55
"=""3098852427901728716""","=""2022121622001154631404198354""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-16 12:38:47,2022-12-16 12:38:55
"=""3097316919177980614""","=""2022121522001177061445300359""",SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,89.0,2022-12-15 16:51:19,2022-12-15 16:51:26
"=""3097316919177980614""","=""2022121522001177061445300359""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-15 16:51:19,2022-12-15 16:51:26
"=""3095932068161767764""","=""2022121522001140961455773750""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,224.0,2022-12-15 16:02:54,2022-12-15 16:03:04
"=""3095932068161767764""","=""2022121522001140961455773750""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-15 16:02:54,2022-12-15 16:03:04
"=""1770205045652318075""","=""2022121522001124921457044623""",SUREBASE烁贝思韩国水光水润妆感焕彩保湿粉底液N0色号 30ml,1,颜色分类：白色;净含量：30ml,交易成功,94.0,2022-12-15 10:07:46,2022-12-15 10:07:51
"=""1770205045652318075""","=""2022121522001124921457044623""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-15 10:07:46,2022-12-15 10:07:51
"=""1770071269796555677""","=""2022121522001157001442754160""",SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,2,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,199.2,2022-12-15 01:29:12,2022-12-15 01:29:17
"=""1770071269796555677""","=""2022121522001157001442754160""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-15 01:29:12,2022-12-15 01:29:17
"=""3093552001768570726""","=""2022121422001122401408587581""",SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,104.0,2022-12-14 00:16:38,2022-12-14 00:16:43
"=""3093552001768570726""","=""2022121422001122401408587581""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-14 00:16:38,2022-12-14 00:16:43
"=""3092331420718850903""","=""2022121322001138611424141091""",SERUMKIND韩国紧致肌肤增加弹性南极深层精华液30ml,1,,交易成功,264.0,2022-12-13 19:20:03,2022-12-13 19:20:55
"=""3092331420718850903""","=""2022121322001138611424141091""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-13 19:20:03,2022-12-13 19:20:55
"=""1768537167332824172""","=""2022121322001181321452826845""",SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,244.0,2022-12-13 12:52:18,2022-12-13 12:52:23
"=""1768537167332824172""","=""2022121322001181321452826845""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-13 12:52:18,2022-12-13 12:52:23
"=""3091651887133391902""","=""2022121222001187821436183384""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易关闭,187.47,2022-12-12 23:07:42,2022-12-12 23:07:51
"=""3091651887133391902""","=""2022121222001187821436183384""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-12 23:07:42,2022-12-12 23:07:51
"=""1767255924048610773""","=""2022121222001157561459624811""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,190.92,2022-12-12 23:05:23,2022-12-12 23:05:36
"=""1767255924048610773""","=""2022121222001157561459624811""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-12 23:05:23,2022-12-12 23:05:36
"=""1767853669011241772""","=""2022121222001132421451236258""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易关闭,171.71,2022-12-12 22:28:27,2022-12-12 22:28:41
"=""1767853669011241772""","=""2022121222001132421451236258""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-12 22:28:27,2022-12-12 22:28:41
"=""3089938320391949337""","=""2022121222001112291437162242""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,187.33,2022-12-12 21:39:34,2022-12-12 21:39:40
"=""3089938320391949337""","=""2022121222001112291437162242""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-12 21:39:34,2022-12-12 21:39:40
"=""3090510325944922740""","=""2022121222001100891457418354""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易关闭,101.28,2022-12-12 20:57:33,2022-12-12 20:57:43
"=""3090966483959141025""","=""2022121222001167401401990892""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,119.1,2022-12-12 20:34:16,2022-12-12 20:34:27
"=""3090954855834418617""","=""2022121222001125451418595488""",【9.9元特价】SUREBASE烁贝哑光妆感轻透丝滑粉底液 CO/N3/N5色号,1,颜色分类：N3偏深;净含量：30ml,交易成功,9.9,2022-12-12 20:31:00,2022-12-12 20:31:10
"=""3090936027913825424""","=""2022121222001187881434724421""",【9.9元特价】SUREBASE烁贝哑光妆感轻透丝滑粉底液 CO/N3/N5色号,1,颜色分类：N3偏深;净含量：30ml,交易成功,8.61,2022-12-12 20:26:00,2022-12-12 20:26:05
"=""3090494846780405611""","=""2022121222001194631424448406""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,152.96,2022-12-12 19:40:58,2022-12-12 19:41:03
"=""3090494846780405611""","=""2022121222001194631424448406""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-12 19:40:58,2022-12-12 19:41:03
"=""1767490215392946474""","=""2022121222001107731430855065""",【双12价】SERUMKIND韩国4效合一多重护理迷你精华4件套6ml * 4个,1,,交易成功,135.52,2022-12-12 18:50:09,2022-12-12 18:50:15
"=""1767490215392946474""","=""2022121222001107731430855065""",【双12价】SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易成功,180.92,2022-12-12 18:50:09,2022-12-12 18:50:15
"=""1767490215392946474""","=""2022121222001107731430855065""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-12 18:50:09,2022-12-12 18:50:15
"=""1767490215392946474""","=""2022121222001107731430855065""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-12 18:50:09,2022-12-12 18:50:15
"=""1767490215392946474""","=""2022121222001107731430855065""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-12 18:50:09,2022-12-12 18:50:15
"=""1767490215392946474""","=""2022121222001107731430855065""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-12 18:50:09,2022-12-12 18:50:15
"=""3089340468077290613""","=""2022121222001164281437444995""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,170.64,2022-12-12 18:49:54,2022-12-12 18:50:05
"=""3089340468077290613""","=""2022121222001164281437444995""",【双12价】SERUMKIND韩国改善肌肤暗沉提亮肤色抗衰老青春焕彩精华液30ml,1,,交易成功,170.63,2022-12-12 18:49:54,2022-12-12 18:50:05
"=""3089340468077290613""","=""2022121222001164281437444995""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-12 18:49:54,2022-12-12 18:50:05
"=""3089340468077290613""","=""2022121222001164281437444995""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-12 18:49:54,2022-12-12 18:50:05
"=""3089340468077290613""","=""2022121222001164281437444995""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-12 18:49:54,2022-12-12 18:50:05
"=""3089340468077290613""","=""2022121222001164281437444995""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-12 18:49:54,2022-12-12 18:50:05
"=""3090015217322908062""","=""2022121222001140291433959477""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,78.06,2022-12-12 18:28:51,2022-12-12 18:30:12
"=""1767495542344259184""","=""2022121222001153341451040364""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N2 BRIGHT BONNIE;净含量：13ml,交易成功,186.49,2022-12-12 18:22:16,2022-12-12 18:22:24
"=""1767495542344259184""","=""2022121222001153341451040364""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-12 18:22:16,2022-12-12 18:22:24
"=""3089928998152381604""","=""2022121222001186251443483265""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,198.1,2022-12-12 16:27:33,2022-12-12 16:27:40
"=""3089928998152381604""","=""2022121222001186251443483265""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-12 16:27:33,2022-12-12 16:27:40
"=""3090092475933468442""","=""2022121222001163561402747346""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,68.04,2022-12-12 15:42:51,2022-12-12 15:43:21
"=""3090092475933468442""","=""2022121222001163561402747346""",【双12价】SERUMKIND韩国紧致肌肤增加弹性南极深层精华液30ml,1,,交易成功,139.54,2022-12-12 15:42:51,2022-12-12 15:43:21
"=""3090092475933468442""","=""2022121222001163561402747346""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易成功,0.0,2022-12-12 15:42:51,2022-12-12 15:43:21
"=""3090092475933468442""","=""2022121222001163561402747346""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-12 15:42:51,2022-12-12 15:43:21
"=""3089324845206905848""","=""2022121222001163161435572497""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,119.1,2022-12-12 14:22:10,2022-12-12 14:22:14
